text,target
As low as ₹149,Misdirection
As low as ₹199,Misdirection
As low as ₹249,Misdirection
As low as ₹299,Misdirection
As low as ₹399,Misdirection
As low as ₹499,Misdirection
As low as ₹599,Misdirection
No upfront cost,Misdirection
Free trial available,Misdirection
Best experience with,Misdirection
Tailored to your style,Misdirection
our top pick,Misdirection
most popular option,Misdirection
smart choice for you,Misdirection
selected for you,Misdirection
handpicked for you,Misdirection
our recommendation,Misdirection
ideal for you,Misdirection
tailored for you,Misdirection
personalized for you,Misdirection
we recommend this,Misdirection
see if you qualify,Misdirection
start saving today,Misdirection
unlock mystery discount,Misdirection
grab mystery offer,Misdirection
great value option,Misdirection
better choice option,Misdirection
better pick for you,Misdirection
enhanced experience with,Misdirection
top choice for you,Misdirection
Offers like never before,Misdirection
suggested option,Misdirection
perfect for you,Misdirection
made for your style,Misdirection
forever must-have for,Social Proof
TRUSTED 100% GENUINE PRODUCT QUALITY CHECKED,Social Proof
"Go on, babe, you know you want me (in your inbox)",Social Proof
Buyer Helpful 12 People found this,Social Proof
Buyer Helpful 28 People found this,Social Proof
Buyer Helpful 45 People found this,Social Proof
Buyer Helpful 67 People found this,Social Proof
Buyer Helpful 102 People found this,Social Proof
Buyer Helpful 250 People found this,Social Proof
Buyer Helpful 500 People found this,Social Proof
Verified Buyer Helpful 12 People,Social Proof
Verified Buyer Helpful 28 People,Social Proof
Verified Buyer Helpful 45 People,Social Proof
Verified Buyer Helpful 67 People,Social Proof
Verified Buyer Helpful 102 People,Social Proof
Verified Buyer Helpful 250 People,Social Proof
Verified Buyer Helpful 500 People,Social Proof
48 Customer Reviews,Social Proof
125 Customer Reviews,Social Proof
312 Customer Reviews,Social Proof
540 Customer Reviews,Social Proof
"1,024 Customer Reviews",Social Proof
"2,867 Customer Reviews",Social Proof
"5,431 Customer Reviews",Social Proof
12 people have favorited this,Social Proof
28 people have favorited this,Social Proof
45 people have favorited this,Social Proof
67 people have favorited this,Social Proof
102 people have favorited this,Social Proof
250 people have favorited this,Social Proof
500 people have favorited this,Social Proof
Customers Who Bought this Item Also Bought,Social Proof
Highly Recommended,Social Proof
Trusted by millions,Social Proof
In High Demand,Social Proof
12 people bought this in the last 3 days,Social Proof
28 people bought this in the last 5 days,Social Proof
45 people bought this in the last 7 days,Social Proof
67 people bought this in the last 14 days,Social Proof
102 people bought this in the last 21 days,Social Proof
250 people bought this in the last 30 days,Social Proof
500 people bought this in the last 60 days,Social Proof
1.2M People like this,Social Proof
2.5M People like this,Social Proof
5M People like this,Social Proof
8M People like this,Social Proof
10M People like this,Social Proof
15M People like this,Social Proof
20M People like this,Social Proof
Customers also purchased Customers who bought this also chose these,Social Proof
Customers Also Like BEST SELLER,Social Proof
Someone just added a Sony Headphone to their cart 1 hour ago,Social Proof
Someone just added an iPhone Case to their cart 2 hour ago,Social Proof
Someone just added a Dyson Hairdryer to their cart 3 hour ago,Social Proof
Someone just added a Nike Sneaker to their cart 1 hour ago,Social Proof
Someone just added an Apple AirPod to their cart 4 hour ago,Social Proof
Someone just added a Kindle to their cart 2 hour ago,Social Proof
Someone just added a GoPro to their cart 5 hour ago,Social Proof
Review this Product and go in the draw to win $500 gift card,Social Proof
Review this Product and go in the draw to win a weekend getaway,Social Proof
Review this Product and go in the draw to win $250 voucher,Social Proof
Review this Product and go in the draw to win a luxury hamper,Social Proof
Review this Product and go in the draw to win a MacBook Air,Social Proof
Review this Product and go in the draw to win a spa package,Social Proof
Review this Product and go in the draw to win $1000 cash,Social Proof
200+ sold in last month,Social Proof
500+ sold in last month,Social Proof
"1,000+ sold in last month",Social Proof
"2,500+ sold in last month",Social Proof
"5,000+ sold in last month",Social Proof
"10,000+ sold in last month",Social Proof
"25,000+ sold in last month",Social Proof
Submitted as part of a $500 prize draw,Social Proof
Submitted as part of a $250 gift card draw,Social Proof
Submitted as part of a a holiday giveaway,Social Proof
Submitted as part of a a tech hamper draw,Social Proof
Submitted as part of a a luxury spa entry,Social Proof
Submitted as part of a a cash prize draw,Social Proof
Submitted as part of a a brand voucher entry,Social Proof
12 people are viewing this right now,Social Proof
28 people are viewing this right now,Social Proof
45 people are viewing this right now,Social Proof
67 people are viewing this right now,Social Proof
102 people are viewing this right now,Social Proof
250 people are viewing this right now,Social Proof
500 people are viewing this right now,Social Proof
200+ sold in last 24 hours,Social Proof
500+ sold in last 24 hours,Social Proof
"1,000+ sold in last 24 hours",Social Proof
"2,500+ sold in last 24 hours",Social Proof
"5,000+ sold in last 24 hours",Social Proof
"10,000+ sold in last 24 hours",Social Proof
"25,000+ sold in last 24 hours",Social Proof
in stock: 3 units,Social Proof
in stock: 5 units,Social Proof
in stock: 7 units,Social Proof
in stock: 10 units,Social Proof
in stock: 15 units,Social Proof
in stock: 25 units,Social Proof
in stock: 50 units,Social Proof
120 views,Social Proof
340 views,Social Proof
780 views,Social Proof
1.2K views,Social Proof
2.5K views,Social Proof
5K views,Social Proof
10K views,Social Proof
12 watching,Social Proof
28 watching,Social Proof
45 watching,Social Proof
67 watching,Social Proof
102 watching,Social Proof
250 watching,Social Proof
500 watching,Social Proof
12 people added this style to their bag,Social Proof
28 people added this style to their bag,Social Proof
45 people added this style to their bag,Social Proof
67 people added this style to their bag,Social Proof
102 people added this style to their bag,Social Proof
250 people added this style to their bag,Social Proof
500 people added this style to their bag,Social Proof
Customers Who Care About Quality Select This,Social Proof
Most chosen by customers like you,Social Proof
Preferred by members,Social Proof
customer favorite choice,Social Proof
most chosen option,Social Proof
popular among buyers,Social Proof
top trending product,Social Proof
currently trending item,Social Proof
viral among customers,Social Proof
people are choosing this,Social Proof
top rated by buyers,Social Proof
buyers love this item,Social Proof
most liked product,Social Proof
popular pick today,Social Proof
frequently purchased item,Social Proof
others also bought,Social Proof
others also viewed,Social Proof
popular right now,Social Proof
trusted by customers,Social Proof
shoppers are viewing this,Social Proof
people are exploring this,Social Proof
customers are choosing this,Social Proof
customer satisfaction high,Social Proof
Hurry only a few left,Scarcity
3 units left,Scarcity
5 units left,Scarcity
7 units left,Scarcity
10 units left,Scarcity
15 units left,Scarcity
25 units left,Scarcity
50 units left,Scarcity
Only few units left,Scarcity
Only 3 units left,Scarcity
Only 5 units left,Scarcity
Only 7 units left,Scarcity
Only 10 units left,Scarcity
Only 15 units left,Scarcity
Only 25 units left,Scarcity
Only 50 units left,Scarcity
Sold Out,Scarcity
3 pieces in stock,Scarcity
5 pieces in stock,Scarcity
7 pieces in stock,Scarcity
10 pieces in stock,Scarcity
15 pieces in stock,Scarcity
25 pieces in stock,Scarcity
50 pieces in stock,Scarcity
Lost Forever,Scarcity
Limited Color,Scarcity
3 added to bag in the last 24 hours,Scarcity
5 added to bag in the last 24 hours,Scarcity
7 added to bag in the last 24 hours,Scarcity
10 added to bag in the last 24 hours,Scarcity
15 added to bag in the last 24 hours,Scarcity
25 added to bag in the last 24 hours,Scarcity
50 added to bag in the last 24 hours,Scarcity
Only 3 left in stock,Scarcity
Only 5 left in stock,Scarcity
Only 7 left in stock,Scarcity
Only 10 left in stock,Scarcity
Only 15 left in stock,Scarcity
Only 25 left in stock,Scarcity
Only 50 left in stock,Scarcity
Low Stock,Scarcity
1 item left,Scarcity
2 item left,Scarcity
3 item left,Scarcity
4 item left,Scarcity
5 item left,Scarcity
6 item left,Scarcity
7 item left,Scarcity
XXS (ONLY 1 LEFT) XS -,Scarcity
Lowest Price in last 7 days,Scarcity
Lowest Price in last 14 days,Scarcity
Lowest Price in last 21 days,Scarcity
Lowest Price in last 30 days,Scarcity
Lowest Price in last 45 days,Scarcity
Lowest Price in last 60 days,Scarcity
Lowest Price in last 90 days,Scarcity
Only 3 available,Scarcity
Only 5 available,Scarcity
Only 7 available,Scarcity
Only 10 available,Scarcity
Only 15 available,Scarcity
Only 25 available,Scarcity
Only 50 available,Scarcity
this won't last long,Scarcity
"Limited Edition release, with only 45",Scarcity
Get it while you can: Available only here,Scarcity
limited stocks are left order fast,Scarcity
Almost Gone,Scarcity
Selling fast only 3 remaining,Scarcity
Selling fast only 5 remaining,Scarcity
Selling fast only 7 remaining,Scarcity
Selling fast only 10 remaining,Scarcity
Selling fast only 15 remaining,Scarcity
Selling fast only 25 remaining,Scarcity
Selling fast only 50 remaining,Scarcity
This deal won't last long,Scarcity
limited stock available,Scarcity
while supplies last,Scarcity
Last 3 units remaining,Scarcity
Last 5 units remaining,Scarcity
Last 7 units remaining,Scarcity
Last 10 units remaining,Scarcity
Last 15 units remaining,Scarcity
Last 25 units remaining,Scarcity
Last 50 units remaining,Scarcity
just a few left,Scarcity
low availability,Scarcity
limited availability,Scarcity
only limited pieces,Scarcity
while stock lasts,Scarcity
last pieces remaining,Scarcity
almost unavailable,Scarcity
barely any left,Scarcity
limited quantity available,Scarcity
restricted stock available,Scarcity
short supply remaining,Scarcity
hurry limited stock,Scarcity
stock almost finished,Scarcity
last items remaining,Scarcity
ending soon stock,Scarcity
grab before it's gone,Scarcity
before stock runs out,Scarcity
final items left,Scarcity
only a handful left,Scarcity
Item will not be restocked,Scarcity
Last of its kind,Scarcity
3 products remaining,Scarcity
5 products remaining,Scarcity
7 products remaining,Scarcity
10 products remaining,Scarcity
15 products remaining,Scarcity
25 products remaining,Scarcity
50 products remaining,Scarcity
Inventory almost gone,Scarcity
Few left in inventory,Scarcity
short stock remaining,Scarcity
Buy Now,Urgency
Order Now,Urgency
Last Chance,Urgency
End of season sale,Urgency
Final Sale,Urgency
On Last Sale,Urgency
Pre Order Now,Urgency
Place your order within 2 hours,Urgency
Place your order within 3 hours,Urgency
Place your order within 4 hours,Urgency
Place your order within 6 hours,Urgency
Place your order within 12 hours,Urgency
Place your order within 24 hours,Urgency
Place your order within 48 hours,Urgency
Register Now,Urgency
Sale ends: 31st Dec,Urgency
Sale ends: 15th Jan,Urgency
Sale ends: 28th Feb,Urgency
Sale ends: 31st Mar,Urgency
Sale ends: 30th Apr,Urgency
Sale ends: 31st May,Urgency
Sale ends: 30th Jun,Urgency
Add to Bag (Before It's Gone),Urgency
Going fast,Urgency
Order within 2 hrs 15 mins mins.,Urgency
Order within 3 hrs 45 mins mins.,Urgency
Order within 1 hr 20 mins mins.,Urgency
Order within 4 hrs 30 mins mins.,Urgency
Order within 5 hrs 10 mins mins.,Urgency
Order within 6 hrs 55 mins mins.,Urgency
Order within 8 hrs 00 mins mins.,Urgency
fastest delivery tomorrow,Urgency
Available till 31st Dec Only!!,Urgency
Available till 15th Jan Only!!,Urgency
Available till 28th Feb Only!!,Urgency
Available till 31st Mar Only!!,Urgency
Available till 30th Apr Only!!,Urgency
Available till 31st May Only!!,Urgency
Available till 30th Jun Only!!,Urgency
Available till 31st July Only!!,Urgency
if ordered within 10 hours 52,Urgency
if ordered within 2 hrs 15 mins,Urgency
if ordered within 3 hrs 45 mins,Urgency
if ordered within 1 hr 20 mins,Urgency
if ordered within 4 hrs 30 mins,Urgency
if ordered within 5 hrs 10 mins,Urgency
if ordered within 6 hrs 55 mins,Urgency
if ordered within 8 hrs 00 mins,Urgency
Hurry! Low inventory,Urgency
Grab Yours Today,Urgency
TODAY ONLY FREE SHIPPING SITEWIDE,Urgency
LAST CHANCE FOR SUMMER SALE,Urgency
Deals end in 1 hour,Urgency
Deals end in 2 hours,Urgency
Deals end in 3 hours,Urgency
Deals end in 6 hours,Urgency
Deals end in 12 hours,Urgency
Deals end in 24 hours,Urgency
Deals end in 48 hours,Urgency
"Ships Mon, 12 May if ordered TODAY",Urgency
"Ships Tue, 13 May if ordered TODAY",Urgency
"Ships Wed, 14 May if ordered TODAY",Urgency
"Ships Thu, 15 May if ordered TODAY",Urgency
"Ships Fri, 16 May if ordered TODAY",Urgency
"Ships Sat, 17 May if ordered TODAY",Urgency
"Ships Sun, 18 May if ordered TODAY",Urgency
